name,recipient_primary_business_street_address_line1,recipient_city,recipient_state,recipient_zip_code,payment,address,name_geo,phone_geo,formatted_address_geo,latitude_geo,longitude_geo,accuracy_geo,google_place_id_geo,type_geo,postcode_geo,input_string_geo,number_of_results_geo,status_geo
BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVE BR2,BOSTON,MA,2215,3264355.34,330 BROOKLINE AVE BR2 BOSTON MA 2215,None,None,"330 Brookline Ave, Boston, MA 02215, USA",42.3397365,-71.1049051,ROOFTOP,ChIJx9tfo41544kRp0p2U8jJGc0,"establishment,health,hospital,point_of_interest",02215,330 BROOKLINE AVE BR2 BOSTON MA 2215,1,OK
PALMETTO BAPTIST,1333 TAYLOR STREET,COLUMBIA,SC,29202,2401.06,1333 TAYLOR STREET COLUMBIA SC 29202,None,None,"1333 Taylor St, Columbia, SC 29201, USA",34.007699,-81.0333962,ROOFTOP,ChIJh2-Ct9Wk-IgRPD2HBMbSDWo,street_address,29201,1333 TAYLOR STREET COLUMBIA SC 29202,1,OK
UNIVERSITY GENERAL HOSPITAL  LP,7501 Fannin St,Houston,TX,77054,201690.64,7501 Fannin St Houston TX 77054,None,None,"University Medical Plaza, 7501 Fannin St, Houston, TX 77054, USA",29.6925858,-95.4007451,ROOFTOP,ChIJRVzXFg_AQIYRhBI5nEHU4Gc,premise,77054,7501 Fannin St Houston TX 77054,1,OK
S.E. REGL MEDICAL CENTER,300 W 27th St,Lumberton,NC,28358,912.5,300 W 27th St Lumberton NC 28358,None,None,"300 W 27th St, Lumberton, NC 28358, USA",34.6370791,-79.0118523,ROOFTOP,ChIJKcmj567gqokREYyuER8U95s,street_address,28358,300 W 27th St Lumberton NC 28358,1,OK
THE HOSPITALS OF PROVIDENCE - MEMORI,2001 N Oregon St,El Paso,TX,79902,15733.61,2001 N Oregon St El Paso TX 79902,None,None,"2001 N Oregon St, El Paso, TX 79902, USA",31.7699879,-106.5007988,ROOFTOP,ChIJk_8UDVpY54YRvgzE41VzuiA,street_address,79902,2001 N Oregon St El Paso TX 79902,1,OK
GEISINGER MEDICAL CENTER,100 One Norwegian Plz,Pottsville,PA,17901,1707776.58,100 One Norwegian Plz Pottsville PA 17901,None,None,"100 One Norwegian Plaza, Pottsville, PA 17901, USA",40.6863216,-76.1942818,RANGE_INTERPOLATED,EjIxMDAgT25lIE5vcndlZ2lhbiBQbGF6YSwgUG90dHN2aWxsZSwgUEEgMTc5MDEsIFVTQSIaEhgKFAoSCV9mYN6m7sWJEexj4zjGXgOZEGQ,street_address,17901,100 One Norwegian Plz Pottsville PA 17901,1,OK
KAISER WESTSIDE MEDICAL CENTER,2875 NW STUCKI AVENUE,HILLSBORO,OR,97124,608.64,2875 NW STUCKI AVENUE HILLSBORO OR 97124,None,None,"2875 NE Stucki Ave, Hillsboro, OR 97124, USA",45.53970289999999,-122.8756407,RANGE_INTERPOLATED,EiwyODc1IE5FIFN0dWNraSBBdmUsIEhpbGxzYm9ybywgT1IgOTcxMjQsIFVTQSIbEhkKFAoSCUlbK6JnD5VUEW5vzFTJNy1vELsW,street_address,97124,2875 NW STUCKI AVENUE HILLSBORO OR 97124,1,OK
PEACEHEALTH SOUTHWEST MEDICAL CENTER,200 NE Mother Joseph Pl Ste 400,Vancouver,WA,98664,15660.01,200 NE Mother Joseph Pl Ste 400 Vancouver WA 98664,None,None,"200 NE Mother Joseph Pl #400, Vancouver, WA 98664, USA",45.6239795,-122.5800921,ROOFTOP,EjYyMDAgTkUgTW90aGVyIEpvc2VwaCBQbCAjNDAwLCBWYW5jb3V2ZXIsIFdBIDk4NjY0LCBVU0EiHxodChYKFAoSCT-jHXp1pZVUEUPdpt0-PXR1EgM0MDA,subpremise,98664,200 NE Mother Joseph Pl Ste 400 Vancouver WA 98664,1,OK
KFH - SOUTH SACRAMENTO,6600 Bruceville Rd,Sacramento,CA,95823,25526.87,6600 Bruceville Rd Sacramento CA 95823,None,None,"6600 Bruceville Rd, Sacramento, CA 95823, USA",38.4699104,-121.4216412,ROOFTOP,ChIJrZ03BMLFmoARW-C4VS5Qmpc,street_address,95823,6600 Bruceville Rd Sacramento CA 95823,1,OK
PRESBYTERIAN ST LUKES MEDICAL CTR,1719 E 19th Ave,Denver,CO,80218,115656.54,1719 E 19th Ave Denver CO 80218,None,None,"1719 E 19th Ave, Denver, CO 80218, USA",39.7466017,-104.9666911,ROOFTOP,ChIJ7ed1oTZ5bIcRuXeLeywASuI,street_address,80218,1719 E 19th Ave Denver CO 80218,1,OK
UNIVERSITY OF MISSISSIPPI MEDICAL,2500 N STATE ST,JACKSON,MS,39216,382130.02,2500 N STATE ST JACKSON MS 39216,None,None,"2500 N State St, Jackson, MS 39216, USA",32.3306493,-90.17422789999999,ROOFTOP,ChIJTTyYoOkyKIYRKs7BcKiSiys,"establishment,parking,point_of_interest,premise",39216,2500 N STATE ST JACKSON MS 39216,1,OK
KFH - WALNUT CREEK,1425 S MAIN ST,WALNUT CREEK,CA,94596,21.11,1425 S MAIN ST WALNUT CREEK CA 94596,None,None,"1425 S Main St, Walnut Creek, CA 94596, USA",37.8924348,-122.058953,ROOFTOP,ChIJsXALS91hhYARJOE9AsDEhMU,street_address,94596,1425 S MAIN ST WALNUT CREEK CA 94596,1,OK
Contra Costa Regional Medical Center,2500 Alhambra Ave,Martinez,CA,94553,11425.83,2500 Alhambra Ave Martinez CA 94553,None,None,"2500 Alhambra Ave, Martinez, CA 94553, USA",38.006764,-122.1327937,ROOFTOP,ChIJXXFnOXllhYAR8LddIFvtYRU,street_address,94553,2500 Alhambra Ave Martinez CA 94553,1,OK
WILLIS-KNIGHTON HEALTH SYSTEMS,2600 GREENWOOD ROAD,SHREVEPORT,LA,32600,7562.76,2600 GREENWOOD ROAD SHREVEPORT LA 32600,None,None,"2600 Greenwood Rd, Shreveport, LA 71103, USA",32.4843501,-93.7787127,ROOFTOP,ChIJrzvLJXzNNoYR2Wd4Oygcu6o,street_address,71103,2600 GREENWOOD ROAD SHREVEPORT LA 32600,1,OK
EGLESTON CHILDRENS HOSPITAL AT EMORY,1405 Clifton Rd NE,Atlanta,GA,30322,825,1405 Clifton Rd NE Atlanta GA 30322,None,None,"1405 E Clifton Rd NE, Atlanta, GA 30307, USA",33.7809338,-84.32270319999999,ROOFTOP,ChIJyT5rKeYG9YgRXRVdqX-0VGU,street_address,30307,1405 Clifton Rd NE Atlanta GA 30322,1,OK
WHEATON FRANCISCAN HEALTHCARE - ALL,3801 Spring St,Racine,WI,53405,4262.21,3801 Spring St Racine WI 53405,None,None,"3801 Spring St, Mt Pleasant, WI 53405, USA",42.7317886,-87.82648309999999,ROOFTOP,ChIJORx6nlxCBYgRZtMTo1J2R68,street_address,53405,3801 Spring St Racine WI 53405,1,OK
YORK HOSPITAL,1001 SOUTH GEORGE STREET,YORK,PA,17405,39105.41,1001 SOUTH GEORGE STREET YORK PA 17405,None,None,"1001 S George St, York, PA 17403, USA",39.9461668,-76.72016529999999,RANGE_INTERPOLATED,EiUxMDAxIFMgR2VvcmdlIFN0LCBZb3JrLCBQQSAxNzQwMywgVVNBIhsSGQoUChIJ0x90vE2JyIkRA1nmbyi8nL4Q6Qc,street_address,17403,1001 SOUTH GEORGE STREET YORK PA 17405,1,OK
GRAND STRAND REGIONAL MEDICAL CENTER,809 82nd Parkway,Myrlte Beach,SC,29572,1142.84,809 82nd Parkway Myrlte Beach SC 29572,None,None,"809 82nd Pkwy, Myrtle Beach, SC 29572, USA",33.7585214,-78.82016759999999,ROOFTOP,ChIJ781v9JRlAIkRLtYw2V8vp0M,street_address,29572,809 82nd Parkway Myrlte Beach SC 29572,1,OK
KENNEWICK GENERAL HOSPITAL,900 S. Auburn St.,Kennewick,WA,99336,4794.15,900 S. Auburn St. Kennewick WA 99336,None,None,"900 S Auburn St, Kennewick, WA 99336, USA",46.199093,-119.119327,ROOFTOP,ChIJAXmkVsF4mFQRKWggQOIoXZw,street_address,99336,900 S. Auburn St. Kennewick WA 99336,1,OK
CHILDRENS HOSPITAL MEDICAL CENTER,3333 BURNET AVENUE  MLC #4900,CINCINNATI,OH,45229,1458525.2,3333 BURNET AVENUE  MLC #4900 CINCINNATI OH 45229,None,None,None,None,None,None,None,None,None,3333 BURNET AVENUE  MLC #4900 CINCINNATI OH 45229,0,REQUEST_DENIED
SANFORD MEDICAL CENTER - FARGO,2990 Seter Parkway,Fargo,ND,58104,122776.12,2990 Seter Parkway Fargo ND 58104,None,None,"2990 Seter Pkwy, Fargo, ND 58104, USA",46.83613219999999,-96.8779375,ROOFTOP,ChIJJYXBFkszz1IRMTTAGc07eyc,premise,58104,2990 Seter Parkway Fargo ND 58104,1,OK
SWEDISH MEDICAL CENTER CHERRY HILL,500 17th Ave,Seattle,WA,98124,11096.83,500 17th Ave Seattle WA 98124,None,None,"500 17th Ave, Seattle, WA 98122, USA",47.6073043,-122.3102868,ROOFTOP,ChIJo7Z7TcRqkFQRvTiSBDzGF5U,premise,98122,500 17th Ave Seattle WA 98124,1,OK
FORSYTH MEMORIAL HOSPITAL  INC,3333 Silas Creek Pkwy,Winston Salem,NC,27103,22593.37,3333 Silas Creek Pkwy Winston Salem NC 27103,None,None,"3333 Silas Creek Pkwy, Winston-Salem, NC 27103, USA",36.0764435,-80.29656969999999,ROOFTOP,ChIJB3yV8TewU4gRMHMc-5fUcAU,street_address,27103,3333 Silas Creek Pkwy Winston Salem NC 27103,1,OK
SHAWNEE MISSION MEDICAL CENTER,9100 W 74th St,Shawnee Mission,KS,66204,53734.18,9100 W 74th St Shawnee Mission KS 66204,None,None,"9100 W 74th St, Overland Park, KS 66204, USA",38.9957761,-94.69211390000001,ROOFTOP,ChIJFf5BhozswIcRPKK6eFHMe2c,premise,66204,9100 W 74th St Shawnee Mission KS 66204,1,OK
JOHN DEMPSEY HOSPITAL,263 FARMINGTON AVENUE,FARMINGTON,CT,6030,22810.48,263 FARMINGTON AVENUE FARMINGTON CT 6030,None,None,"263 Farmington Ave, Farmington, CT 06032, USA",41.7344559,-72.7956006,GEOMETRIC_CENTER,ChIJYTKVoN2t54kRtKXYtbVAdgU,premise,06032,263 FARMINGTON AVENUE FARMINGTON CT 6030,1,OK
SAINT THOMAS WEST HOSPITAL,4220 Harding Rd,Nashville,TN,37205,71260.4,4220 Harding Rd Nashville TN 37205,None,None,"4220 Harding Pike, Nashville, TN 37205, USA",36.1295083,-86.84461910000002,ROOFTOP,ChIJ-0IQ1d1jZIgRru_yE65xaeY,street_address,37205,4220 Harding Rd Nashville TN 37205,1,OK
KINGMAN REGIONAL MEDICAL CENTER,3269 STOCKTON HILL ROAD,KINGMAN,AZ,86401,6299.41,3269 STOCKTON HILL ROAD KINGMAN AZ 86401,None,None,"3269 Stockton Hill Rd, Kingman, AZ 86409, USA",35.2201547,-114.0370933,ROOFTOP,ChIJBSWCHhjczYAR5bhWD7JnET4,premise,86409,3269 STOCKTON HILL ROAD KINGMAN AZ 86401,1,OK
OU MEDICAL CENTER,1200 EVERETT DRIVE,OKLAHOMA CITY,OK,73104,36977.57,1200 EVERETT DRIVE OKLAHOMA CITY OK 73104,None,None,"1200 Mark Everett Dr, Oklahoma City, OK 73104, USA",35.481127,-97.49627509999999,ROOFTOP,ChIJIwqC3RMXsocRKU4gKvtb-i4,street_address,73104,1200 EVERETT DRIVE OKLAHOMA CITY OK 73104,1,OK
PROVIDENCE ST. PETER HOSPITAL,413 LILLY ROAD,OLYMPIA,WA,98506,57910.05,413 LILLY ROAD OLYMPIA WA 98506,None,None,"413 Lilly Rd NE, Olympia, WA 98506, USA",47.0529957,-122.8479904,ROOFTOP,ChIJ-5Cq5ygLkVQROxcDiPd9JHc,street_address,98506,413 LILLY ROAD OLYMPIA WA 98506,1,OK
SAINT THOMAS RUTHERFORD HOSPITAL,400 N HIGHLAND AVENUE,MURFREESBORO,TN,37130,33987.12,400 N HIGHLAND AVENUE MURFREESBORO TN 37130,None,None,"400 N Highland Ave, Murfreesboro, TN 37130, USA",35.8483016,-86.38321119999999,ROOFTOP,ChIJeeAVYmP4Y4gRBMMk86IciDA,street_address,37130,400 N HIGHLAND AVENUE MURFREESBORO TN 37130,1,OK
SPARTANBURG REGIONAL MEDICAL CENTER,101 E Wood St,Spartanburg,SC,29303,76439.01,101 E Wood St Spartanburg SC 29303,None,None,"101 E Wood St, Spartanburg, SC 29303, USA",34.9667602,-81.939538,ROOFTOP,ChIJdTxNSeh1V4gR_kAr99QMhas,street_address,29303,101 E Wood St Spartanburg SC 29303,1,OK
ST. MARYS HOSPITAL & MEDICAL CENTER,2635 NORTH 7TH STREET,GRAND JUNCTION,CO,81502,31318.97,2635 NORTH 7TH STREET GRAND JUNCTION CO 81502,None,None,"2635 N 7th St, Grand Junction, CO 81501, USA",39.0904811,-108.5627055,ROOFTOP,ChIJ2TH9fawdR4cR2tJKas2w1zQ,street_address,81501,2635 NORTH 7TH STREET GRAND JUNCTION CO 81502,1,OK
TEXAS CHILDRENS HOSPITAL,6621 FANNIN,HOUSTON,TX,77030,151134.74,6621 FANNIN HOUSTON TX 77030,None,None,"6621 Fannin St, Houston, TX 77030, USA",29.7082384,-95.40142709999999,ROOFTOP,ChIJHSdeOd3BQIYRVBHoKtF_xWE,street_address,77030,6621 FANNIN HOUSTON TX 77030,1,OK
COMMUNITY MEDICAL CENTER,2827 FORT MISSOULA ROAD,MISSOULA,MT,59801,428.17,2827 FORT MISSOULA ROAD MISSOULA MT 59801,None,None,"2827 Fort Missoula Rd, Missoula, MT 59804, USA",46.8474613,-114.0474077,ROOFTOP,ChIJZ5V64QvSXVMRIir8GITznN8,street_address,59804,2827 FORT MISSOULA ROAD MISSOULA MT 59801,1,OK
METHODIST H/C MEMPHIS HOSPT.,1265 UNION AVENUE,MEMPHIS,TN,38104,8630.86,1265 UNION AVENUE MEMPHIS TN 38104,None,None,"1265 Union Ave, Memphis, TN 38104, USA",35.1362,-90.01957929999999,ROOFTOP,ChIJmQzDx3J-1YcRNs7wenqMsxc,street_address,38104,1265 UNION AVENUE MEMPHIS TN 38104,1,OK
ABRAZO CENTRAL CAMPUS,2000 WEST BETHANY HOME ROAD,PHOENIX,AZ,85015,9244.17,2000 WEST BETHANY HOME ROAD PHOENIX AZ 85015,None,None,"2000 W Bethany Home Rd, Phoenix, AZ 85015, USA",33.525601,-112.1020655,ROOFTOP,ChIJ34ySaNNsK4cRnQJM_C7dqSo,premise,85015,2000 WEST BETHANY HOME ROAD PHOENIX AZ 85015,1,OK
PARKVIEW HOSPITAL,11109 PARKVIEW PLAZA DRIVE,FORT WAYNE,IN,46845,66948.19,11109 PARKVIEW PLAZA DRIVE FORT WAYNE IN 46845,None,None,"11109 Parkview Plaza Dr, Fort Wayne, IN 46845, USA",41.1870233,-85.1007065,ROOFTOP,ChIJO85Nn_sHFogRnCLYaEX3nbI,street_address,46845,11109 PARKVIEW PLAZA DRIVE FORT WAYNE IN 46845,1,OK
WAKEMED RALEIGH CAMPUS,3000 New Bern Ave,Raleigh,NC,27610,179386.39,3000 New Bern Ave Raleigh NC 27610,None,None,"3000 New Bern Ave, Raleigh, NC 27610, USA",35.784684,-78.5878628,ROOFTOP,ChIJaUylxb9erIkRczNHlJI6Oh0,street_address,27610,3000 New Bern Ave Raleigh NC 27610,1,OK
HELENE FULD MEDICAL CENTER,750 BRUNSWICK AVENUE,TRENTON,NJ,8638,2325,750 BRUNSWICK AVENUE TRENTON NJ 8638,None,None,"750 Brunswick Ave, Trenton, NJ 08638, USA",40.2359137,-74.7518116,ROOFTOP,ChIJcQioH0ZYwYkRWLzDUPH-_Gs,premise,08638,750 BRUNSWICK AVENUE TRENTON NJ 8638,1,OK
THE OHIO STATE UNIVERSITY HOSPITAL,660 ACKERMAN ROAD - 4TH FLOOROR,COLUMBUS,OH,43202,263488.62,660 ACKERMAN ROAD - 4TH FLOOROR COLUMBUS OH 43202,None,None,"660 Ackerman Rd 4TH FLOOR, Columbus, OH 43202, USA",40.0188871,-83.0306051,ROOFTOP,EjI2NjAgQWNrZXJtYW4gUmQgNFRIIEZMT09SLCBDb2x1bWJ1cywgT0ggNDMyMDIsIFVTQSIlGiMKFgoUChIJ35WSwimMOIgRbk9NkT6RlIoSCTRUSCBGTE9PUg,subpremise,43202,660 ACKERMAN ROAD - 4TH FLOOROR COLUMBUS OH 43202,1,OK
STORMONT-VAIL REGIONAL HEALTH CENTER,1500 SW 10TH AVE,TOPEKA,KS,66604,80235.11,1500 SW 10TH AVE TOPEKA KS 66604,None,None,"1500 SW 10th Ave, Topeka, KS 66604, USA",39.0526033,-95.6964703,ROOFTOP,ChIJr2Ecm_kCv4cR-3z7mdN78lg,street_address,66604,1500 SW 10TH AVE TOPEKA KS 66604,1,OK
COPLEY MEMORIAL HOSPITAL,2000 OGDEN AVENUE,AURORA,IL,60504,35339.91,2000 OGDEN AVENUE AURORA IL 60504,None,None,"2000 Ogden Ave, Aurora, IL 60504, USA",41.72861169999999,-88.2708374,ROOFTOP,ChIJj4AIp-zwDogRXy6h1kfz8QM,street_address,60504,2000 OGDEN AVENUE AURORA IL 60504,1,OK
ORLANDO HEALTH,1414 KUHL AVENUE,ORLANDO,FL,32806,218844.33,1414 KUHL AVENUE ORLANDO FL 32806,None,None,"1414 Kuhl Ave, Orlando, FL 32806, USA",28.525352,-81.3772888,ROOFTOP,ChIJq4aqPA9754gRgqpgxSbkUDA,street_address,32806,1414 KUHL AVENUE ORLANDO FL 32806,1,OK
ST. ELIZABETH HEALTH CENTER,667 Eastland Avenue SE,Warren,OH,44484,25461.04,667 Eastland Avenue SE Warren OH 44484,None,None,"667 Eastland Ave SE, Warren, OH 44484, USA",41.2308581,-80.77703439999999,ROOFTOP,ChIJP5rF-XfgM4gR04yuCyeSDlI,premise,44484,667 Eastland Avenue SE Warren OH 44484,1,OK
BERKSHIRE MEDICAL CENTER,725 NORTH STREET,PITTSFIELD,MA,1201,10995,725 NORTH STREET PITTSFIELD MA 1201,None,None,"725 North St, Pittsfield, MA 01201, USA",42.459638,-73.2492283,ROOFTOP,ChIJT_EZkWtO54kR_QddZEetsyI,"establishment,health,hospital,point_of_interest",01201,725 NORTH STREET PITTSFIELD MA 1201,1,OK
St. Vincent Charity Medical Center,2351 E 22nd St,Cleveland,OH,44115,47282.91,2351 E 22nd St Cleveland OH 44115,None,None,"2351 E 22nd St, Cleveland, OH 44115, USA",41.4962724,-81.67318929999999,ROOFTOP,ChIJS7datIv6MIgRI4EA5G5om1c,premise,44115,2351 E 22nd St Cleveland OH 44115,1,OK
MIDLAND MEMORIAL HOSPITAL,400 ROSALIND REDFERN GROVER PARKWAY,MIDLAND,TX,79701,6131.93,400 ROSALIND REDFERN GROVER PARKWAY MIDLAND TX 79701,None,None,"400 Rosalind Redfern Grover Pkwy, Midland, TX 79701, USA",31.9967021,-102.0996081,ROOFTOP,ChIJ9Y3zuV7Y-4YRzcWVY0WDxH4,street_address,79701,400 ROSALIND REDFERN GROVER PARKWAY MIDLAND TX 79701,1,OK
Our Lady Of Lourdes Memorial Hosp,4102 Old Vestal Rd,Vestal,NY,13850,2883.54,4102 Old Vestal Rd Vestal NY 13850,None,None,"4102 Vestal Rd, Vestal, NY 13850, USA",42.0973774,-75.9730866,ROOFTOP,ChIJJZgHhJXu2okR4jqKUBoZ_EI,"establishment,health,point_of_interest",13850,4102 Old Vestal Rd Vestal NY 13850,1,OK
HILO MEDICAL CENTER,1190 WAIANUENUE AVENUE,HILO,HI,96720,16.88,1190 WAIANUENUE AVENUE HILO HI 96720,None,None,"1190 Waianuenue Ave, Hilo, HI 96720, USA",19.7182454,-155.1127462,ROOFTOP,ChIJfbEAt6S0U3kRfL3IFzPHfdo,premise,96720,1190 WAIANUENUE AVENUE HILO HI 96720,1,OK
CCF HOSPITAL - WESTON,3100 Weston Rd,Weston,FL,33331,26602.21,3100 Weston Rd Weston FL 33331,None,None,"3100 Weston Rd, Weston, FL 33331, USA",26.081552,-80.36449499999999,ROOFTOP,ChIJJVUv3kyn2YgRL45PTtIuQVI,street_address,33331,3100 Weston Rd Weston FL 33331,1,OK
BERGEN REGIONAL MEDICAL CENTER,230 EAST RIDGEWOOD AVENUE,PARAMUS,NJ,7652,2500,230 EAST RIDGEWOOD AVENUE PARAMUS NJ 7652,None,None,"230 E Ridgewood Ave, Paramus, NJ 07652, USA",40.9568915,-74.0630834,ROOFTOP,ChIJyVWSyc76wokRHgnZwF8jdl4,street_address,07652,230 EAST RIDGEWOOD AVENUE PARAMUS NJ 7652,1,OK
DELRAY MEDICAL CENTER,5352 Linton Blvd,Delray Beach,FL,33484,8433.41,5352 Linton Blvd Delray Beach FL 33484,None,None,"5352 Linton Blvd, Delray Beach, FL 33484, USA",26.4370058,-80.12767970000002,ROOFTOP,ChIJpUGBNJEf2YgRZKjRrY3Xc54,premise,33484,5352 Linton Blvd Delray Beach FL 33484,1,OK
ALLEN MEMORIAL HOSPITAL,1825 Logan Ave,Waterloo,IA,50703,25190.67,1825 Logan Ave Waterloo IA 50703,None,None,"1825 Logan Ave, Waterloo, IA 50703, USA",42.5266507,-92.3395639,ROOFTOP,ChIJCVFYKNVS5YcRpbHz3C65tPA,street_address,50703,1825 Logan Ave Waterloo IA 50703,1,OK
Kingsbrook Jewish Medical Center,585 Schenectady Ave,Brooklyn,NY,11203,72585.25,585 Schenectady Ave Brooklyn NY 11203,None,None,"585 Schenectady Ave, Brooklyn, NY 11203, USA",40.6593686,-73.93325,ROOFTOP,ChIJO2AqzoJcwokRrYMmrF7HQgc,street_address,11203,585 Schenectady Ave Brooklyn NY 11203,1,OK
EMORY UNIVERSITY HOSPITAL,1364 CLIFTON ROAD,ATLANTA,GA,30302,10305548.37,1364 CLIFTON ROAD ATLANTA GA 30302,None,None,"1364 Clifton Rd, Atlanta, GA 30322, USA",33.7918827,-84.32219669999999,ROOFTOP,ChIJnbsiZfoG9YgRwTHehYXzXhY,premise,30322,1364 CLIFTON ROAD ATLANTA GA 30302,1,OK
SOUTHERN REGIONAL MEDICAL CORP,1978 Industrial Blvd,Houma,LA,70363,304.44,1978 Industrial Blvd Houma LA 70363,None,None,"1978 Industrial Blvd, Houma, LA 70363, USA",29.569876,-90.6882096,ROOFTOP,ChIJK1BeX5AEIYYRILDTct7LzKE,street_address,70363,1978 Industrial Blvd Houma LA 70363,1,OK
DALLAS CO. HOSP. DIST.,5200 Harry Hines Blvd,DALLAS,TX,75235,309578.47,5200 Harry Hines Blvd DALLAS TX 75235,None,None,"5200 Harry Hines Blvd, Dallas, TX 75235, USA",32.8128222,-96.83567629999999,ROOFTOP,ChIJp8zHkAKcToYRHeJegk6WL_I,premise,75235,5200 Harry Hines Blvd DALLAS TX 75235,1,OK
KFH - SOUTH BAY,25825 South Vermont Ave,Harbor City,CA,90710,48.86,25825 South Vermont Ave Harbor City CA 90710,None,None,"25825 S Vermont Ave, Harbor City, CA 90710, USA",33.7886388,-118.2957912,ROOFTOP,ChIJGSHtVos13YARKrOXL_6T-y0,street_address,90710,25825 South Vermont Ave Harbor City CA 90710,1,OK
SOUTH MIAMI HOSPITAL,6200 SW 73rd St,South Miami,FL,33143,163518.03,6200 SW 73rd St South Miami FL 33143,None,None,"6200 SW 73rd St, Miami, FL 33143, USA",25.7022109,-80.29423969999999,ROOFTOP,ChIJaUmw0O3H2YgRYpeEw2XOSDg,street_address,33143,6200 SW 73rd St South Miami FL 33143,1,OK
CHILDRENS HOSPITAL OF THE KINGS DA,601 Childrens Ln,Norfolk,VA,23507,61554.94,601 Childrens Ln Norfolk VA 23507,None,None,"601 Children's Ln, Norfolk, VA 23507, USA",36.8621682,-76.3020325,ROOFTOP,ChIJ93VVxmmYuokRdaMRRXIPaj8,premise,23507,601 Childrens Ln Norfolk VA 23507,1,OK
SPECTRUM HEALTH  HOSPITALS,100 MICHIGAN NE,GRAND RAPIDS,MI,49503,95930.17,100 MICHIGAN NE GRAND RAPIDS MI 49503,None,None,"100 Michigan St NE, Grand Rapids, MI 49503, USA",42.969485,-85.6649995,ROOFTOP,ChIJ-0zPNMitGYgRW2edmzqkHzw,premise,49503,100 MICHIGAN NE GRAND RAPIDS MI 49503,1,OK
OAK PARK HOSPITAL,520 SOUTH MAPLE,OAK PARK,IL,60603,11987.42,520 SOUTH MAPLE OAK PARK IL 60603,None,None,"520 S Maple Ave, Oak Park, IL 60304, USA",41.878649,-87.80316979999999,ROOFTOP,ChIJM_eo1uk0DogRPbpZRBM39UI,premise,60304,520 SOUTH MAPLE OAK PARK IL 60603,1,OK
OAKBEND MEDICAL CENTER,1705 Jackson St,Richmond,TX,77469,7571.12,1705 Jackson St Richmond TX 77469,None,None,"1705 Jackson St, Richmond, TX 77469, USA",29.576525,-95.770572,ROOFTOP,ChIJycqTc34eQYYR5ROOtOjVbz8,street_address,77469,1705 Jackson St Richmond TX 77469,1,OK
MARGARET R. PARDEE MEMORIAL HOSPITAL,800 NORTH JUSTICE STREET,HENDERSONVILLE,NC,28791,3824.21,800 NORTH JUSTICE STREET HENDERSONVILLE NC 28791,None,None,"800 N Justice St, Hendersonville, NC 28791, USA",35.32074679999999,-82.4677888,ROOFTOP,ChIJ56HZzgTCWYgRdBv2RkyodwQ,street_address,28791,800 NORTH JUSTICE STREET HENDERSONVILLE NC 28791,1,OK
PALMS WEST HOSPITAL,13001 Southern Blvd,Loxahatchee,FL,33470,1161.43,13001 Southern Blvd Loxahatchee FL 33470,None,None,"13001 Southern Blvd, Loxahatchee, FL 33470, USA",26.6838236,-80.2525631,ROOFTOP,ChIJVcauPrgv2YgREzHaHGfL9kc,premise,33470,13001 Southern Blvd Loxahatchee FL 33470,1,OK
ST. JOSEPHS OF ATLANTA,5665 Peachtree Dunwoody Rd NE,Atlanta,GA,30342,44659.04,5665 Peachtree Dunwoody Rd NE Atlanta GA 30342,None,None,"5665 Peachtree Dunwoody Rd, Atlanta, GA 30342, USA",33.9091214,-84.3493063,ROOFTOP,ChIJufzPizQJ9YgRSo5GqeJtj70,street_address,30342,5665 Peachtree Dunwoody Rd NE Atlanta GA 30342,1,OK
ST. LUKES REGIONAL MEDICAL CENTER,190 E Bannock St,Boise,ID,83712,109107.78,190 E Bannock St Boise ID 83712,None,None,"190 E Bannock St, Boise, ID 83712, USA",43.6127523,-116.1923716,ROOFTOP,ChIJA5zalP34rlQRmCf-IGajRuM,premise,83712,190 E Bannock St Boise ID 83712,1,OK
W.A. FOOTE MEMORIAL HOSPITAL,205 N EAST AVENUE,JACKSON,MI,49201,52883.24,205 N EAST AVENUE JACKSON MI 49201,None,None,"205 N East Ave, Jackson, MI 49201, USA",42.2508449,-84.39274429999999,ROOFTOP,ChIJEwogwoMlPYgRWDdN8lRtOeQ,street_address,49201,205 N EAST AVENUE JACKSON MI 49201,1,OK
WEST VALLEY MEDICAL CENTER,381 B South Middleton Road,Middleton,ID,83644,1216.53,381 B South Middleton Road Middleton ID 83644,None,None,"381 S Middleton Rd, Middleton, ID 83644, USA",43.7034972,-116.6175132,ROOFTOP,ChIJLWbswfKxr1QRikzb47yJ8Sc,premise,83644,381 B South Middleton Road Middleton ID 83644,1,OK
UNIVERSITY MED CENTER BRACKENRIDGE,601 E 15th St,Austin,TX,78701,8263.06,601 E 15th St Austin TX 78701,None,None,"601 E 15th St, Austin, TX 78701, USA",30.274544,-97.73360749999999,ROOFTOP,ChIJ5yDWUKK1RIYRwyPaYo8pGCc,premise,78701,601 E 15th St Austin TX 78701,1,OK
ST. VINCENTS MEDICAL CENTER,2800 Main St,Bridgeport,CT,6606,7199.81,2800 Main St Bridgeport CT 6606,None,None,"2800 E Main St, Bridgeport, CT 06610, USA",41.2129829,-73.17878449999999,ROOFTOP,ChIJf--2KBwM6IkRXk5X7rAGGPs,street_address,06610,2800 Main St Bridgeport CT 6606,1,OK
